user,text_review,sentiment_review,sentiment_score,rate,time_visit,language,platform
Tin Tran Huu Trung,"Quán ăn Healthy các bạn nhé. Phối hợp dinh dưỡng hợp lý. Có đầu tư. Khung cảnh yên tĩnh trên lầu 1 của một chung cư cũ, trang trí xinh xắn. Chỉ có buồn là bạn phục vụ cao giọng quá, chắc hôm nay cảm xúc biến động. Mong quán duy trì tinh thần cho khách hàng mới ghé ăn cơm. Cảm ơn.",POSITIVE,0.9985639452934265,5,2021-02-10 11:43,vi,google_map
Maria K,"Great poke, wonderful staff! We had the California poke adjusting a bit to our preferences and it was really yummy. The girls working there are really friendly, nice and speak great English. Highly recommend it!",POSITIVE,0.9998754262924194,5,2021-02-10 11:43,en,google_map
Trang Ngo,Delicious! Cozy atmosphere. I like it a lot. But one portion is a bit too much for me. I wish they serve a smaller bowl.,NEGATIVE,0.9824244379997253,5,2020-03-11 11:43,en,google_map
Dung Nguyễn,"Món ăn healthy, tươi ngon và sạch sẽ.",POSITIVE,0.999809205532074,5,2023-08-23 11:43,vi,google_map
Tân Thanh,"Đồ ăn rất ngon, có bạn nhân viên rất nhiệt tình, không khí cũng thoáng mát và ít ồn ào hơn chỗ khác",POSITIVE,0.99970942735672,5,2023-07-26 11:44,vi,google_map
Jessie Do,Ambience: nice cozy ambience with both indoor and outdoor seating; Food: fresh and delicious! The serving size is reasonable too.; Overall a decent experience. However the price can be slightly lower to remain compelling!,POSITIVE,0.9997538924217224,4,2022-01-12 11:44,en,google_map
Felipe Asiain,"Best poke i've ever had!!; I was not expecting this quality level, it truly surprised me. Every single ingredient was fresh and the overall seasoning was delicious as well. …",POSITIVE,0.999855637550354,5,2023-06-28 11:44,en,google_map
Azzira Azli,Fresh ingredients and satisfying poke meal! Love the vibe - good place to chill. Try their juices - the guava & cucumber is delish.,POSITIVE,0.9997292160987854,5,2022-12-14 11:44,en,google_map
James Concepcion,This is a hidden gem in the city. Located on the second floor of a residential building that you need to access via a garage with 40 motorbikes and a tiny stairway. This is probably the best Poke I have had. …,POSITIVE,0.9997249245643616,5,2020-03-11 11:44,en,google_map
Hoàng Sơn Nguyễn Tiến,"Quán ăn healthy với base là gạo lứt hoặc salad. Một phần trung bình 160k với topping thoải mái gồm nhiều loại rau củ, trái cây như xoài, bưởi hay thanh cua, gừng ngâm, đậu cùng lựa chọn cá và bạch tuột. Có khẩu phần chay. Mình ăn ở đây khá nhiều lần và rất hài lòng. Giá cả hơi cao nhưng xứng đáng cho chất lượng.",POSITIVE,0.9986087679862976,5,2021-02-10 11:44,vi,google_map
Ha Dinh,"Mình đặt qua app, đồ ăn vẫn rất ngon và đầy đặn, nguyên liệu tươi, thích nhất là trứng cút lòng đào và hạt cơm lứt không bị quá cứng, giá hơi cao nhưng đáng tiền.",POSITIVE,0.9997003078460693,5,2022-12-14 11:44,vi,google_map
M V,"Great poke place in Saigon! The place is a bit hidden, but worth the search . You can pick and choose the base, toppings etc and make your own poke mix. …",POSITIVE,0.9992272853851318,5,2023-10-18 11:44,en,google_map
Roxy,Always amazing poke here! You can make a vegan poke bowl by choosing tofu and sesame-soy dressings with the right toppings. So delicious! It’s 120k vnd for a vegetarian/vegan bowl (150k for a regular bowl).,POSITIVE,0.9995859265327454,5,2019-04-10 11:44,en,google_map
Mari Kova,"It’s just the best!  Anyone can eat here. Anyone can afford it. And Im sure everyone will enjoy it! I absolutely love it!  always fresh ingredients, very friendly stuff, cozy atmosphere. I can have Poke bowl every day because of how good …",POSITIVE,0.9998905658721924,5,2021-02-10 11:44,en,google_map
Khoa Phan,"Không gian dễ thương trên đường Lý Tự Trọng, nhẹ nhàng cho một cafe chiều và đồ ăn nhẹ",POSITIVE,0.9994908571243286,4,2022-12-14 11:44,vi,google_map
Bác sĩ Hải Triều,"Đồ ăn tươi, healthy và rất ngon miệng. Không gian đẹp, phục vụ nhanh, thái độ tốt. Sẽ quay lại nếu có dịp",POSITIVE,0.999881386756897,5,2022-12-14 11:45,vi,google_map
Chinh Nguyen,"Đồ ăn rất ngon và healthy, giá hơi cao 180k/phần. Gửi xe ở chung cư bên dưới, 10k.",POSITIVE,0.9992309808731079,5,2022-12-14 11:45,vi,google_map
An Gia Lê Trần,"Món ăn ngon, quán decor đẹp, nhân viên thân thiện!",POSITIVE,0.99988853931427,5,2023-11-10 11:45,vi,google_map
Lisa Ha,Ăn rất ngon! Quản thi rất đẹp.,POSITIVE,0.9998857975006104,5,2023-09-20 11:45,vi,google_map
Minh Tâm Ngô,Quán này bán poke hơi mắc. Nên đi sớm thì mới còn nhiều đồ ăn nha.,POSITIVE,0.98714280128479,3,2022-12-14 11:45,vi,google_map
Nguyen Vo Kim Khanh,"Food is fine, the space is quite small and crowded especially during lunch time on weekdays",POSITIVE,0.9994797110557556,4,2023-10-18 11:45,en,google_map
Quốc Phạm,The food is great! Very tasty and delicious. Friendly staffs and cozy place. Would come again next time.,POSITIVE,0.9998894929885864,5,2023-07-26 11:45,en,google_map
Mark Dewey,"Subway style choose your own pokebowl. Choose rice, toppings, sauces etc. £5, 150000d. Delicious and filling. Ingredients taste very fresh and staff are incredibly kind and friendly. Worth the trip.",POSITIVE,0.9998338222503662,5,2020-03-11 11:45,en,google_map
Fiona Tirmizi,Great food and great service. Highly recommend. Ivy is adorable :),POSITIVE,0.9998853206634521,5,2023-05-31 11:45,en,google_map
H,"Amazing place. You make your own poke bowl with a base of rice, salad or both, then add raw fish and lots of other ingredients and sauces. Everything is so fresh and delicious and very reasonably priced. Staff is also very friendly and helpful. If I lived in HCMC I would definitely be a regular here.",POSITIVE,0.9998575448989868,5,2019-04-10 11:45,en,google_map
Ly Nguyen,"Đặt đơn từ Bee:; Thấy nhiều ng phàn nàn khi đặt đơn từ Bee, mình đã trải nghiệm 1 lần. Giá trên Bee thấp hơn giá thực tế, lúc anh shipper tới, quán có nhờ anh gọi đt giải thích …",NEGATIVE,0.9990573525428772,5,2023-06-28 11:45,vi,google_map
Vy Le,Yummy food with lots of options for toppings. Very clean and cute place too.,POSITIVE,0.9998047947883606,5,2023-05-03 11:45,en,google_map
Sascha D'Altobrando,"Very very nice place, it seams to be hosted in an apartment. The girls are very gentle and patient with us foreigners. The food is excellent and served best. Highly recommended. The place is a little bit hidden and not easy to find and the entrance might discourage, but do not hesitate and reach the first floor...you won't regret it 2 …",POSITIVE,0.9997454285621643,5,2019-04-10 11:45,en,google_map
Kiều Giang Đặng Nguyễn,"Đồ ăn ngon, nhân viên thân thiện, không gian xung quanh rất đẹp chill",POSITIVE,0.9998916387557983,5,2023-10-18 11:45,vi,google_map
Alexander Banks,"Amazing and delicious poke bowls! Hidden away up a sketchy stair case inside a scooter garage, you would never expect such a gem being hidden away. Lovely service with great English skills helped us get a nice bowl  …",POSITIVE,0.9997498393058777,5,2020-03-11 11:45,en,google_map
Simon T,Get delivery from here almost every week. Healthy and tasty. Also great for vegetarians. Lots of toppings. Love it,POSITIVE,0.9998751878738403,5,2023-09-20 11:45,en,google_map
Rebecca Mitchell,So good!  There is a sign at the street level that directs you up some stairs to the restaurant - we are in and the vibes were good and staff helpful.,POSITIVE,0.9998626708984375,5,2023-10-18 11:45,en,google_map
Harley Van Schalkwyk,Best poke in HCMC! Staff here are great too!,POSITIVE,0.9994402527809143,5,2023-06-28 11:45,en,google_map
Sakuta Tran,"Đồ ăn ngon, healthy foood, theo kiểu Hawaiii, những bạn nào muốn ăn theo kiểu eat clean thì nên vào đây ăn thử.; Mình từng đi nhiều quán tương tự nhưng nhìn chung ở SG đây là quán ngon nhất. …",POSITIVE,0.9997653365135193,5,2021-02-10 11:45,vi,google_map
Nerose Satanael,"Chất lượng đồ ăn ngon tuyệt vời ngon và hay thèm ăn tô thứ 2, nước hợp hơn",POSITIVE,0.9997988343238831,5,2023-10-18 11:45,vi,google_map
Nie Phạm,"Món ăn ngon, không gian đẹp, nhân viên thân thiện",POSITIVE,0.9998866319656372,5,2023-11-08 11:45,vi,google_map
Khánh Ngọc,"Đồ ăn khá nhiều và ngon. Hôm nay mình đi thì quán vắng tanh chỉ mỗi duy nhất bàn mình. Điểm trừ là bạn nhân viên tên Vi hơi gắt, giao tiếp với khách và các anh shipper đến mua hàng rất thô lỗ.",POSITIVE,0.9816633462905884,3,2021-02-10 11:45,vi,google_map
Lan Ly,"Excellent food and excellent staffs, i cant ask for more.If you have a chance to visit this city, this lovely restaurant is a must-to-go.",POSITIVE,0.9998601675033569,5,2022-12-14 11:45,en,google_map
Xuân Anh Lìu,"Nhân viên cute lắm ạ, đồ ăn ngon, không gian rộng rãi thoải mái.",POSITIVE,0.9998854398727417,5,2023-10-18 11:45,vi,google_map
Mac Macsson,"It was OK, but not as good as I had hoped. Quite pricy for very simple ingredients and the quality of the lettuce wasn't the best. Also very small portions. Not sure if I will come back.",NEGATIVE,0.9895985126495361,2,2022-01-12 11:46,en,google_map
Nga Nguyen,"Quán xinh xắn, có không gian ngoài trời, trang trí dễ thương, nhiều góc để các bạn sống ảo lắm nè! Nhân viên vô cùng nhiệt tình, nếu cần thêm rau hay sauce quán vẫn sẵn sàng cho thêm :3 …",POSITIVE,0.9998568296432495,5,2021-02-10 11:46,vi,google_map
Hiền Lê,"Đồ ăn ngon, không gian xinh xắn, nhân viên dễ thương nhiệt tình",POSITIVE,0.9998904466629028,5,2022-12-14 11:46,vi,google_map
Mari Ahlquist,"Amazing Poke and really nice and friendly staff! Probably the best poke I've ever had. A modern, calm place to eat.; Not the easiest to find as it is on the first floor.",POSITIVE,0.9997544884681702,5,2020-03-11 11:46,en,google_map
meg bishop,Ate here for lunch and had the most amazing poke bowl I’ve had in Ho Chi Minh yet! The girls who work here are really nice and can’t do enough to help you! A regular poke bowl is 160k and 100% worth it! Really lovely interior too. Can’t wait to come back!,POSITIVE,0.9997937083244324,5,2021-02-10 11:46,en,google_map
Uy Le,"Always fresh and has a variety of toppings to choose from. After trying poke at a few different places, I still think Poke Saigon is the best. This location is quite small and cozy, but very nice nonetheless.",POSITIVE,0.9998490810394287,5,2020-03-11 11:46,en,google_map
Hedonicarus,Very tasty and satisfying. You can build your own poke and choose as many toppings as you want (except the actual poke).,POSITIVE,0.9998629093170166,5,2022-01-12 11:46,en,google_map
Ty TN,"Khá lạ, nhưng ăn ok lắm nha. nhìn nhỏ nhỏ vậy chứ ăn no căng.",POSITIVE,0.9967457056045532,5,2022-12-14 11:46,vi,google_map
Trâm Nguyễn,"friendly staff, nice design, that could be more perfect if they have mineral water and ice",POSITIVE,0.9997215867042542,5,2023-11-10 11:46,en,google_map
Nhi Võ,"Quán view đẹp, món ngon và nhân viên dễ thương lắmmm",POSITIVE,0.999853253364563,5,2022-12-14 11:46,vi,google_map
Milla Parviainen,"Beautiful and delicious bowls, 150k each. Wonderful and friendly staff who walked us through to make our bowls. The location is so cute too!",POSITIVE,0.9998854398727417,5,2020-03-11 11:46,en,google_map
Thủy Trần,Great food as always,POSITIVE,0.9998840093612671,5,2023-07-26 11:46,en,google_map
Grace Gin,"Best poke bowl in HCMC! everything is nice and clean, plus price is reasonable. Def recommended!",POSITIVE,0.9994592070579529,5,2021-02-10 11:46,en,google_map
Annalena Schmitt,"I still can’t get over how delicious that was. Everything is super fresh, the staff is insanely kind and speaks perfectly English. You can even get a refill of rice or salad for free. Best restaurant in Ho Chi Minh. 100% recommend!!",POSITIVE,0.9998406171798706,5,2021-02-10 11:46,en,google_map
Alvaro Zumaran,"Delicious and nutritious options. If you don't feel like constructing your own bowl, there are recommendations that you can choose from.  Pictured: California and Hawaiin. Prices are on the board (ranges from 150k and up)",POSITIVE,0.9995989203453064,5,2020-03-11 11:46,en,google_map
Vy Tran,I have been here twice. Best poke in town. Ingredients are fresh and taste delicious!!,POSITIVE,0.9998797178268433,5,2023-05-03 11:46,en,google_map
Anh Luu,"The place overall is nice! However, the staff kinda has a discriminative attitude towards my friend, whom used Vietnamese to order food. Later, she told me that the staff has a certain attitude towards her probably she used Vietnamese to order instead of using English, which I amnot sure to be honest. The food is great, though!",POSITIVE,0.9953476786613464,4,2020-03-11 11:46,en,google_map
Laura-Christine Schmidt,"Most amazing poke bowl ever! So delicious! And a great variety to chose from. The staff was really friendly, helpful and spoke English perfectly. The restaurant is really cute just a little bit hidden. I will definitely come back!",POSITIVE,0.9998637437820435,5,2019-04-10 11:46,en,google_map
Ed OD,Fantastic poke bowl with about 20 kinds of toppings and 7 sauce options. Every bowl custom made for you. 45k tete craft beer from  6-8pm too. Left stuffed for 150k dong.,NEGATIVE,0.973514974117279,5,2019-04-10 11:46,en,google_map
V D,Cute location and sells poke. Fish quality has been good so far so definitely worth a visit for a quick lunch.,POSITIVE,0.9997047781944275,5,2021-02-10 11:46,en,google_map
Trinh Thai,The place is nice and Poke is good as always. But the only problem is accepting cash only . Remember to bring cash with you since they wont change to other payment method any soon.; Still I enjoy the vibe and the food  …,POSITIVE,0.998481810092926,4,2021-02-10 11:46,en,google_map
Matias Szostak,"The place is amazing, great food, very clean and comfy. For around 160.000 you can eat a poke with almost everything they have, and you can refill it with some ingridients later!",POSITIVE,0.999848484992981,5,2021-02-10 11:46,en,google_map
Mélissa Moreau,Poke Saigon is a great place for to enjoy some fresh and delicious poke bowl  …,POSITIVE,0.9998180270195007,5,2023-05-31 11:46,en,google_map
Nghĩa Võ,"Đồ ăn ngon lắm, nhân viên thân thiện, quán rộng rãi, trang trí dễ thương",POSITIVE,0.999885082244873,5,2023-07-26 11:46,vi,google_map
Hoai Thuong Nguyen Le,"Đồ ăn ngon, không gian đẹp",POSITIVE,0.9998869895935059,5,2023-06-28 11:46,vi,google_map
Kiwi Kiwi,Really lovely Poke - salad with salmon!; Pick the mix of ingredients and the poke is created before your  eyes.; If you want a healthy green and salmon lunch - this is a top pick In Saigon! …,POSITIVE,0.9995812773704529,5,2021-02-10 11:47,en,google_map
Minh Anh Hồ Huỳnh,Best place to have yourself a perfect Poke Bowl  fresh ingredients in a cozy atmosphere. Keep it up Poke Saigon!! …,POSITIVE,0.9977452158927917,5,2021-02-10 11:47,en,google_map
Trần Phan Thanh,"Món ăn không quá lạ nhưng cách kết hợp thì độc đáo và rất hợp miệng, nhiều lựa chọn về chủng loại rau cá topping. Không gian đẹp và yên tĩnh khá hợp để đi cặp đôi hoặc nhóm bạn nhỏ. Gửi xe dưới lầu 10k/chiếc.",POSITIVE,0.9997528195381165,4,2019-04-10 11:47,vi,google_map
Melissa Rosero,Been living in HCMC for a year now and this place is legit yummy and safe.  I’ve gotten food poisoning a couple times from raw fish in this city so I’m definitely on the sensitive side and I’ve never had a problem here! 150k isn’t cheap but I don’t recommend eating any cheap raw fish while visiting,POSITIVE,0.9978849291801453,5,2020-03-11 11:47,en,google_map
Sia,One of the best poke I ever tried! Ingredients really tasty. Staff is so sweet …,POSITIVE,0.9998290538787842,5,2022-12-14 11:47,en,google_map
Jon Sole,Excellent quality food and good topping variety with a great atmosphere. Highly recommend. …,POSITIVE,0.9998846054077148,5,2019-04-10 11:47,en,google_map
Hú Dương,"Đồ ăn rất ổn, không gian ấm cúng, và giá hơi mắc nhưng vì là quận 1 nên cũng hợp lý",POSITIVE,0.9997095465660095,5,2022-12-14 11:47,vi,google_map
Le Ngoc Thao Dung,"Không gian đẹp ấm cúng, món ăn ngon.",POSITIVE,0.9998866319656372,5,2023-11-12 11:47,vi,google_map
Minh To Xuan,It is quite good for the price range. Very delicious food.,POSITIVE,0.9998812675476074,5,2022-12-14 11:47,en,google_map
Yan Zhen Chen,Ngon xuất sắc nhe !! Nhân viên cũng dễ thương nữa !!,POSITIVE,0.9998886585235596,5,2023-05-03 11:47,vi,google_map
Reagan Pazol,Delicious poke and a nice atmosphere!,POSITIVE,0.9998822212219238,5,2023-09-20 11:47,en,google_map
Thanh Tran,Nhà hàng không tốt về phục vụ. Giao đồ ăn thiu cho khách . Cần phải xem lại …,NEGATIVE,0.9998160004615784,1,2023-08-23 11:47,vi,google_map
Patryk,Great healthy food! Would recommend to anyone that wants to try something different in the area.,POSITIVE,0.9997513890266418,5,2023-10-18 11:47,en,google_map
Chris Wu,"Nearly 2 years, come back again! It is so nice as before, i can't forget!",POSITIVE,0.9997265934944153,5,2023-05-03 11:47,en,google_map
Daphne Tan,"Hidden gem! If you’re craving for a good pokebowl, this is a must-go. Very good quality and friendly good english speaking staff. A bit hard to find but it’s totally worth it. You can put unlimited toppings and they also have nice juices and pitaya/smoothie bowls  …",POSITIVE,0.9998736381530762,5,2020-03-11 11:48,en,google_map
Anna Ziouzina,I love poké & this charming little shop (tucked safely away from the hustle & bustle) did not disappoint! Ingredients were all fresh & offered great combination. They have a nice range of poke/fish items & the largest selection of toppings …,POSITIVE,0.9998525381088257,5,2020-03-11 11:48,en,google_map
Jason Cheung,"Great place, fresh ingredients and variety.  Great vibe the only complaint would be better signage of finding the place.  Friendly staff.",POSITIVE,0.999717652797699,5,2022-12-14 11:48,en,google_map
Hanh Hoang,Món ăn khẩu vị ổn không gian đẹp ấm cúng,POSITIVE,0.9998866319656372,5,2023-11-12 11:48,vi,google_map
Shimi Liderman,"Wow! Such a special spot. It just oozes style and good vibes. Tucked away in a unique location on the 1st floor of a residential building, this beautiful little Poke shop serves a variety of super fresh ingredients with which you can build …",POSITIVE,0.999859094619751,5,2019-04-10 11:48,en,google_map
Tanya Rofman,Excellent place! Super delicious food! Don't skip this place while visiting Ho Chi Min,POSITIVE,0.9998741149902344,5,2019-04-10 11:48,en,google_map
Alex Boon,"Great little restaurant tucked away on 1st floor accessed via a flight of stairs inside a building. Delicious fresh Poke, friendly staff and a nice chilled atmosphere!",POSITIVE,0.9998440742492676,5,2019-04-10 11:48,en,google_map
Eline Goethals,Little hidden gem with absolutely mindblowing food and interior. Loved it. Paid 175.000 for a full bowl and drink.,POSITIVE,0.9998302459716797,5,2019-04-10 11:48,en,google_map
Charlie Schwartz,"Hidden away upstairs and down the hall, this place is super cute. It’s chipotle style fast casual make your own poke. The staff are really friendly and the food is delicious.",POSITIVE,0.9998788833618164,5,2020-03-11 11:48,en,google_map
Elyse,*Fresh and Yummy meal than expectation; *Friendly staffs to introduce the daily option; *Small but nice vibe. Love the sunlight during day time; *GrabEat/Ubereats available,POSITIVE,0.9997857213020325,4,2021-02-10 11:49,en,google_map
Khoa Nguyễn Đình," dành cho những ngày cần một chút tươi mát, giá tuy cao nhưng đảm bảo no bụng, ăn xong cảm thấy người rất nhẹ nhàng. Topping xuất sắc nhất là trứng cút lòng đào. …",POSITIVE,0.9971534013748169,5,2021-02-10 11:49,vi,google_map
richard amero,"Vegan and vegetarian options available; I only came here to keep my vegan gf happy but I absolutely loved it.; Construct your dish yourself (think Subway on crack, but no bread) …",POSITIVE,0.998993456363678,5,2020-03-11 11:49,en,google_map
Karishma Manwani,Amazing poke. Freshly made and delicious combination! Very very tasty,POSITIVE,0.9998898506164551,5,2023-10-18 11:49,en,google_map
Nabil Durand,Taste of Hawaii in Saigon. Very fresh and delicious. Vegetarian friendly. Highly recommended.,POSITIVE,0.9998699426651001,5,2020-03-11 11:49,en,google_map
Jacob .Oestberg,"such good food and great service. just 150.000 VND for a bowl (drink not included). I definitely recommend this place! the picture is of ""the california""",POSITIVE,0.9998365640640259,5,2020-03-11 11:49,en,google_map
Patrick Devilder,"Cozy, kind people and delicious pokes, also vegetarian!  …",POSITIVE,0.9998329877853394,5,2023-05-31 11:49,en,google_map
dang nguyen,"Không gian thoáng, yên tĩnh, nhân viên nhiệt tình",POSITIVE,0.9998520612716675,5,2023-11-09 11:49,vi,google_map
Patrick Pennarts,"Absolutely delicious Pokebowl, however, we do miss the use of some chopsticks!",NEGATIVE,0.7818882465362549,4,2023-10-25 11:49,en,google_map
Thư Nguyễn,Ngonn nha. Thích ăn poke lắmm. Chụp ảnh sống ảo cũm đẹp hêhheh,POSITIVE,0.9998080134391785,5,2022-12-14 11:49,vi,google_map
sue kenny,"Lovely fresh food, lots of flavours. A beautiful meal and wonderful service. Very friendly staff who will guide you through building your perfect poke.",POSITIVE,0.9998875856399536,5,2020-03-11 11:50,en,google_map
Thao Nguyen Le,First time experienced as doesn't feel bored of having healthy food! A go-to for anyone sick of plain healthy foods,POSITIVE,0.9649600386619568,5,2021-02-10 11:50,en,google_map
Phan Tiên,150k ý. Khá ngon. Nên chọn vừa cơm vừa rau ở tằng đầu sẽ dễ ăn hơn.,POSITIVE,0.9986501336097717,5,2021-02-10 11:50,vi,google_map
Duy Linh,Good. But need to pay money for parking moto cycle  …,NEGATIVE,0.9776194095611572,4,2023-04-05 11:50,en,google_map
Hanne Tuomisto-Inch,"Excellent poke bowls, chilled out atmosphere and friendly staff. Kids loved it as well. Note you need to pay in cash!",POSITIVE,0.9997283816337585,5,2021-02-10 11:50,en,google_map
michael laine,"For sure the best poke in town. While the others are too dry, these ones are perfect. Good service. Nice atmosphere.",POSITIVE,0.9998654127120972,5,2019-04-10 11:50,en,google_map
Chi Tran,Đồ ăn ngon lém  …,POSITIVE,0.9998776912689209,5,2023-04-05 11:50,vi,google_map
Linh Vo,delicioussss i really like the sauce and the wide selection of toppings. the best poke place i’ve had in saigon so far. …,POSITIVE,0.9998273253440857,5,2023-10-18 11:50,en,google_map
SNAFU SNAFU,Omgggg!!!! This place is so gooodd!!! Yvy is so sweet and was very helpful with giving recommendations. Thank youuuu 🥹 …,POSITIVE,0.9992974996566772,5,2023-05-03 11:51,en,google_map
Débora Alba,"I went without great expectations and it surprised me!  , the products are very fresh and tasteful, with friendly service and a very pleasant environment.",POSITIVE,0.9998816251754761,5,2021-02-10 11:51,en,google_map
Olivér Siket,"Pricey, but good food. Tasty and healthy.",POSITIVE,0.9998793601989746,4,2023-03-08 11:51,en,google_map
Joe Black,"Love this place! Great food, staff is so friendly, great decour, great to work from. Lot's of healthy options for food and even the coffee is delicious.",POSITIVE,0.9998891353607178,5,2021-02-10 11:51,en,google_map
Minh Lâm,"I was come here with my friends. I saw the information on google the operating time will be at 10 a.m. I came here at 10:15’ am and sit here about 5 mins. The staff still indifferent with us, cold welcome and it was almost 11 am that the …",NEGATIVE,0.9795109033584595,1,2022-12-14 11:51,en,google_map
Thư,My all time favorite. Very supportive staff.,POSITIVE,0.9997909665107727,5,2023-05-31 11:51,it,google_map
duncan chen,"If you like light meals and photography, this is a great choice.",POSITIVE,0.9996961355209351,5,2023-11-08 11:51,en,google_map
Thien Trung Tran,"Đồ ăn ngon, không gian đẹp.",POSITIVE,0.9998866319656372,5,2023-11-12 11:51,vi,google_map
Prune,The best place for poke and the cutest place of the city. If you go there you are sure eating high quality dishes and extremely fresh ingredients. Enjoy!,POSITIVE,0.9998852014541626,5,2020-03-11 11:51,en,google_map
Đạt Nguyễn,"The food are fresh, most of things are healthy, a great choice. The staffs are welcoming and helpful in explaining for new comer like me everything",POSITIVE,0.999881386756897,5,2020-03-11 11:52,en,google_map
Phuong Thao Pham,"Đồ ăn không những ngon mà còn sạch sẽ, healthy và thái độ phục vụ của những bạn nhân viên rất tốt nữa. Mình sẽ quay lại nhiều nhiều lần nữa.",POSITIVE,0.9998657703399658,5,2021-02-10 11:52,vi,google_map
Tài Nhok,"Quán đẹp, nhân viên thân thiện.",POSITIVE,0.9998409748077393,5,2023-11-13 11:52,vi,google_map
Julia Nijland,Super clean place with great healthy food and lovely people! A nice place to escape from the busy streets.,POSITIVE,0.9998847246170044,5,2020-03-11 11:52,en,google_map
Khanh Nguyễn Thuỵ,"mình luôn thích poke sg từ 2018 ăn ở cn chung cư ng huệ nhưng dạo gần đây thì hay đi bên lý tự trọng cho tiện, nhưng lần cuối mình ghé thì nhân viên thái độ cực :))) cách nói chuyện vs khách, vs grab trống không, mình từng complain trên …",NEGATIVE,0.9937561750411987,3,2023-03-08 11:52,vi,google_map
Sarah Dörfel,"Very delicious in my kind of taste and the best thing ist, all bowls can be gluten- and lactosefree.",POSITIVE,0.9997172951698303,5,2020-03-11 11:52,en,google_map
Kate Zhou,Amazing service and food. Will definitely come again,POSITIVE,0.9998856782913208,5,2022-12-14 11:52,en,google_map
Timothy Chua,Perfect poke with good service! Staff can speak good English too! 90% of their clients are foreign!,POSITIVE,0.9996706247329712,5,2020-03-11 11:52,en,google_map
Luc Phan Van,Rất ngon,POSITIVE,0.999880313873291,5,2023-07-26 11:52,vi,google_map
Andrey Kaminskiy,Excellent Poke place. Very quiet and nice. Fresh tasty and healthy meal. Rare combination of this three features in one thing.,POSITIVE,0.9998863935470581,5,2020-03-11 11:53,en,google_map
Eleanor Metcalfe,Had a really tasty poke bowl. Often it is difficult to get a vegetarian meal however they did really delicious falafel. They also have fresh juices which are so refreshing. The staff were really lovely and gave us loads of information about Ho Chi Minh and Hanoi. Would definitely go back again if we weren't leaving!,POSITIVE,0.9997990727424622,5,2022-12-14 11:53,en,google_map
Byulman Park,"Perfect : delicious, balanced, healthy, good quality, clean and quiet environment, wonderful staff, etc.",POSITIVE,0.9998843669891357,5,2020-03-11 11:53,en,google_map
Evelyn Yao,Perfect! we can choose a lot of toppings.; The seafood and vegetables are fresh!,POSITIVE,0.9998608827590942,5,2021-02-10 11:53,en,google_map
Lan Quan,"Best quality poke in Saigon. The restaurant is spacious, comfortable, and air-conditoned. You'll have to go upstairs to find it.",POSITIVE,0.9997052550315857,5,2023-05-03 11:53,en,google_map
Justiina S.,"Took too long time to order. We waited for 15 minutes and the queue was not moving. Place looked nice, but no AC and lot of waiting we decided to each lunch elsewhere.",NEGATIVE,0.999461829662323,2,2023-04-05 11:53,en,google_map
Bethany Bieber,"Cute little spot, this building is worth checking out for all the tiny cafes and boutiques inside. Poke bowl is delicious",POSITIVE,0.9998756647109985,5,2022-01-12 11:53,en,google_map
Thomas Obermaier,"Nice staff, tasty poke bowl, well designed interior; You can order more rice and salad without charge",POSITIVE,0.9996756315231323,5,2023-05-31 11:53,en,google_map
Tin Nguyen,"it’s nothing exceptional for me, but because there’s not many poke places in ho chi minh city so i have to give it good marks… …",POSITIVE,0.9971390962600708,4,2023-04-05 11:53,en,google_map
Javier Eduardo Sánchez,Very tasty  Staff is great and speak English very well. Definitely going back next time I go to Saigon. …,POSITIVE,0.9998705387115479,5,2020-03-11 11:53,en,google_map
Jake Norris,Had a vegan poke bowl and it was great. Highly recommended.,POSITIVE,0.9998655319213867,5,2023-08-23 11:53,en,google_map
Thu Bui,Không còn ngon như xưa nữa.,NEGATIVE,0.9967001080513,4,2022-12-14 11:53,vi,google_map
Sơn Phạm,"Đồ ăn ngon nhưng hơi đông vào khung giờ đi ăn, xếp hàng mất khoảng 15p",NEGATIVE,0.7535969018936157,5,2021-02-10 11:53,vi,google_map
Mikyung Jeon,The natural flavor of fresh ingredients was extraordinary!!!,POSITIVE,0.9998844861984253,5,2022-12-14 11:53,en,google_map
Võ Tuyết Dung,"Tươi ngon, lành mạnh, sạch đẹp. Nv vui vẻ, thân thiện",POSITIVE,0.9998793601989746,4,2022-01-12 11:53,vi,google_map
Amit Harari,"The best poke I ate! Very nice stuff, polite and helping! Really recommend",POSITIVE,0.9998247027397156,5,2020-03-11 11:53,en,google_map
Lê Minh Phạm,Đồ ăn ngon tươi quán sạch sẽ,POSITIVE,0.9998233914375305,5,2023-10-18 11:53,vi,google_map
hao dam,"Lần đầu tiên ăn poke tại đây và cảm thấy rất hài lòng về đồ ăn ở đây , sẽ quay lại và giới thiệu thêm bạn bè tới ăn tại đây",POSITIVE,0.9996932744979858,5,2023-05-31 11:53,vi,google_map
Phuong Bui,"Đồ ăn ngon, sạch sẽ, nhân viên thân thiện rất tận tình tư vấn cho khách. 1 tô nhìn nhỏ nhưng ăn no xỉu  Recomend mọi người nên thử, đúng là tiền nào của đó  …",POSITIVE,0.9993029832839966,5,2022-12-14 11:53,vi,google_map
